transaction_id,customer_id,customer_name,customer_dob,customer_email,customer_phone,customer_address,originator_account,beneficiary_account,beneficiary_name,transaction_type,amount,currency,transaction_date,originator_country,beneficiary_country,risk_score,is_suspicious,aml_flag,ip_address,device_id
TXN-003120,CUST-00394,Celia Narváez-Miguel,1968-09-12,solamoros@example.org,03270 44468,"Rotonda Detti, 8 Appartamento 8, 10094, Giaveno (TO)",DE64239598496129543580,GB37WPHF89864044265142,Mohammed Patel,INTERNAL_TRANSFER,16107.59,CHF,2025-06-19 20:06:26,SI,GR,2.7,0,CLEAR,58.90.18.11,bd165f09-b6c
TXN-003121,CUST-00322,Hugo Farina,1987-08-14,ritaphillips@example.org,+49(0)3496 885379,"3, boulevard Masson, 97689 Antoine",FR6804871559330701157475530,IT71C8103835037807593708064,Dipl.-Ing. Annelie Ziegert,CASH_WITHDRAWAL,226.9,EUR,2026-02-23 09:36:40,MM,GR,33.9,0,CLEAR,182.190.13.103,7ed110c1-10d
TXN-003122,CUST-00552,Michelle Fisher,2001-05-26,yguillou@example.net,(949)490-3606,"Stretto Romagnoli, 413, 09093, Gonnostramatza (OR)",GB90NEVC60981346492471,FR8332559026889000645806762,Mariano Cuevas Tudela,CASH_DEPOSIT,19631.03,EUR,2025-03-23 01:46:33,PG,CY,17.2,0,CLEAR,113.249.227.201,ffd7bf8c-812
TXN-003123,CUST-00760,Kevin Reynolds,1972-10-20,michel73@example.com,+34733 891 252,"21, avenue Ruiz, 52364 Besson",IT38D8452386083777757954163,GB89LMPI76285086628464,Kristen Haney,CASH_DEPOSIT,4786.62,GBP,05/22/2025,AU,SK,56.6,0,CLEAR,123.121.8.36,1366ba7d-da7
TXN-003124,CUST-00725,Abigail Godfrey,1943-11-08,jadams@example.com,05441 299590,"Alameda de Raquel Roldan 84 Piso 3 , Baleares, 31020",ES6094655432714415374760,DE62683865490490564084,,INTERNAL_TRANSFER,66.61,GBP,2025-03-07 15:40:57,LT,LB,34.6,0,CLEAR,25.35.88.212,8038145a-450
TXN-003125,CUST-00872,Gustavo Benussi-Bacosi,1956-09-11,jessicaoneal@example.net,+34911 260 670,"Acceso de Blas Figuerola 44, Valladolid, 18241",ES8949438114458640154240,ES5493831715643806771835,,SWIFT,3781.03,CHF,2024-08-06 20:42:44,GB,SK,51.6,0,CLEAR,80.57.105.243,d189ee89-3e8
TXN-003126,CUST-00012,Pepito Manuel Orozco,1987-03-09,chloe68@example.org,+39 38272726832,"Canale Argan, 4, 02100, Rieti (RI)",GB02UPNR96238657934519,ES8261331350283736347163,Dott. Claudia Orengo,INTERNAL_TRANSFER,33412.9,CHF,2025-08-03 07:29:21,PG,CY,42.0,0,CLEAR,27.168.203.23,59f4c17d-2bc
TXN-003127,CUST-00725,Heiko Haering,1946-01-04,minguezalcides@example.org,+33 6 21 27 17 66,"boulevard Marty, 97613 Pineau-sur-Muller",ES8285479680343604123668,,,SEPA,938.08,USD,2024-10-17 05:54:43,IR,CY,18.3,0,CLEAR,110.109.220.196,01f901eb-ffb
TXN-003128,CUST-00040,Dr Justin Shaw,1947-08-16,vgros@example.com,00050 63622,"Canale Vendetti, 13 Piano 1, 40122, Bologna (BO)",ES6825557512441938037604,DE36218040701635239666,Eleuterio Cobos Rebollo,INTERNAL_TRANSFER,18.79,USD,2025-04-06 04:52:56,LB,BG,34.6,0,CLEAR,101.187.196.226,9a95f471-bf8
TXN-003129,CUST-00525,Rémy Pottier-Colas,2004-09-24,howardjane@example.com,+33 (0)3 73 31 40 58,"Glorieta de Regina Bello 504 Piso 0 , Ceuta, 45615",IT81C3940088822375228700957,DE23339923483325414928,Hermine Trommler,CASH_WITHDRAWAL,163.61,GBP,2026-04-27 20:33:30,DK,VE,10.6,0,CLEAR,155.142.46.173,1e1b7b09-201
TXN-003130,CUST-00876,James Morris,1943-10-12,juliette97@example.org,001-445-446-0200,"Drago-Hande-Platz 74, 06435 Klötze",GB22BNFK39660432178448,GB41TKWI97663617766410,Helen Cooper-Ellis,INTERNAL_TRANSFER,3174.18,CHF,2025-09-11 15:40:34,FR,SI,0.9,0,CLEAR,49.199.246.92,b0a4a5f5-5bd
TXN-003131,CUST-01147,Claudia Pavone,1949-01-23,fisherchelsea@example.net,+34841 646 565,"40913 Stone Loaf, Lake Michael, WV 02066",GB46HESX03581245777246,GB62YMYA65812824156401,Jeffery Johns,SEPA,223691.35,USD,2026-01-31 06:14:51,SI,KW,82.8,1,SAR_FILED,102.107.225.174,7ab2fe21-ade
TXN-003132,CUST-00902,Nicholas Morris,1941-09-06,gnaser@example.net,+39 379303144,"93, rue Adrienne Muller, 50823 Rousseau",IT46Z7291670580371893166679,ES2823651084717632138649,Giulio Cammarata,INTERNAL_TRANSFER,98195.79,EUR,2025-01-01 10:57:00,PG,CH,88.6,1,SAR_FILED,3.102.38.154,2369d6e0-a63
TXN-003133,CUST-00329,Renata Broggini-Ferrara,1981-08-16,lchiesa@example.com,0579134152,"Stretto Arnulfo, 3 Appartamento 87, 37022, Breonio (VR)",GB27IGQL49904298880560,,Georges Peltier-Lamy,CASH_WITHDRAWAL,957.05,CHF,2026-03-07 16:20:07,NL,RO,74.1,0,CLEAR,187.116.93.158,d2ef7918-9fc
TXN-003134,CUST-00963,Peter Patberg-Eigenwillig,1997-06-07,annshepherd@example.org,+49(0) 983122448,"Rosenowstr. 77/61, 98105 Dachau",IT53S5327575222057977165885,IT67B2267191733917001855010,Matteo Chittolini-Marini,WIRE_TRANSFER,80.61,CHF,2024-06-01 23:46:03,LB,IN,29.2,0,CLEAR,47.147.71.171,cc3f5e3d-5ab
TXN-003135,CUST-00998,Monique Poirier,1998-11-22,theodorerossi@example.com,+44(0)8081570685,"Arthur-Weinhold-Gasse 6-1, 60857 Rosenheim",GB35BWJD52501390299923,DE38324208315215844176,Reyes Aura Somoza Cáceres,CASH_DEPOSIT,219.34,GBP,2025-07-13 11:57:00,YE,SY,9.7,0,CLEAR,162.97.119.252,e11d506c-ec6
TXN-003136,CUST-00769,Katrin auch Schlauchin,1989-06-24,hrobinson@example.com,0041003835,"Patbergplatz 9, 34686 Calw",FR7800988974450289137931187,DE28015577620034602401,,WIRE_TRANSFER,291.44,EUR,2024-07-25 06:17:47,ZA,IN,38.7,0,CLEAR,21.206.130.40,3df40ee5-152
TXN-003137,CUST-00702,Judith Larrañaga,1943-12-17,williamjimenez@example.com,4902977171,"Urbanización Isabel Fuster 46 Piso 1 , Ávila, 13789",GB25RYAM70749025812491,ES0224630099604932827545,,CASH_WITHDRAWAL,5482.86,JPY,2024-05-31 15:49:22,ES,KP,4.2,0,CLEAR,91.146.90.56,e544c336-72d
TXN-003138,CUST-00583,Christiane Guilbert,1970-06-11,bouviermarcelle@example.com,(634)641-4840x5331,"1215 Daniel Crossing Suite 558, Port Shelby, PR 65575",GB63VNBW02847612476215,IT61M6866021462651795391191,Sara Atkins,WIRE_TRANSFER,849.81,CHF,2026-03-10 04:53:24,EE,GB,52.4,0,CLEAR,154.127.159.197,f9735b17-b76
TXN-003139,CUST-00152,Consuela Palomo Iniesta,1996-10-23,carfagnamaria@example.com,4097587419,"3132 Rachel Islands Apt. 489, Gabriellefurt, NJ 43990",GB50TLCL41180927720183,,César del Botella,CASH_WITHDRAWAL,1524.11,CHF,07/07/2024,IE,KW,14.5,0,CLEAR,130.159.69.10,dc064ede-304
TXN-003140,CUST-00613,Dr Conor James,1973-08-28,tnicolas@example.org,+49 (0) 5004 474625,"17, chemin de Fernandez, 46972 Briand",ES7146589875723986049148,IT17E4806031624487053064903,Cameron Clarke,SWIFT,6883.76,USD,2024-09-19 20:49:29,FI,FI,17.3,0,CLEAR,42.22.150.89,e9a6259b-f1d
TXN-003141,CUST-00898,Larry Mcgee,1952-07-21,hardingnorman@example.com,(589)337-1134x1202,"Pasadizo Heraclio Pol 8 Piso 4 , Cádiz, 21590",GB42HFRE57636330041508,FR9622405379685937752539752,François-Théodore Laporte,CASH_DEPOSIT,4082.93,GBP,07/24/2025,BR,BE,10.7,0,CLEAR,37.76.78.246,6febbb7c-9f5
TXN-003142,CUST-00534,Fiorenzo Blasi,1968-07-22,john72@example.com,3774266085,"Piazza Pedrazzini, 9 Piano 2, 07013, Mores (SS)",IT08J2126933663430972032211,FR5336965236675091368892126,,SWIFT,3169.38,JPY,2025-10-07 06:42:48,MX,HK,9.5,0,CLEAR,112.148.29.31,8da75946-a93
TXN-003143,CUST-00045,Joséphine-Christelle Marchal,1947-06-14,strohswantje@example.org,001-846-536-3081x829,"Piazza Alina, 52, 66021, Casalbordino Stazione (CH)",ES3970609881980488565875,,Ing. Nikolaus Matthäi B.Sc.,CASH_DEPOSIT,10392.45,EUR,2024-12-21 13:16:22,HR,,22.7,0,CLEAR,160.222.76.0,c1dff905-e91
TXN-003144,CUST-00643,Julien Samson,1967-06-22,denise27@example.com,(01632)960892,"Stretto Saraceno, 81 Appartamento 5, 89128, Spirito Santo (RC)",GB26USDZ28212888608956,ES0494700485630201196300,Teresa Ali,INTERNAL_TRANSFER,92.13,GBP,04/03/2026,YE,,42.1,0,CLEAR,134.111.180.139,daaf42e6-328
TXN-003145,CUST-00378,Lesley Morgan-Quinn,2002-04-03,alfred32@example.net,+34 900 841 596,"Carmine-Söding-Allee 6-3, 16468 Amberg",GB79ONGP78506348336027,IT74Q9645271667063912371659,,CASH_WITHDRAWAL,79412.87,CHF,2025-09-18 01:20:20,GB,VE,71.1,1,SAR_FILED,2.69.198.162,99179ec5-8f4
TXN-003146,CUST-00683,Michela Gaggini-Camanni,1976-01-17,guillotvalentine@example.org,751.614.2107x681,"Via Camilla, 33, 38045, Civezzano (TN)",GB75PUUS05868417450537,FR9734942204979784840368117,Charles du Brun,CASH_DEPOSIT,103.35,GBP,2025-07-10 08:25:43,CA,EE,38.8,0,CLEAR,108.23.119.91,e342a9fb-5e9
TXN-003147,CUST-00048,Mary Mans,1942-03-01,gustav38@example.com,693.697.3605x073,"Bela-Heydrich-Ring 3-7, 74381 Nürtingen",GB70TARP82248564201493,GB88BXOM47105409397721,,CASH_DEPOSIT,5014.77,EUR,05/26/2024,HU,ZA,8.4,0,CLEAR,87.148.51.109,08c1ec33-e09
TXN-003148,CUST-00876,Mrs Beth Blackburn,1942-10-20,simoeutropio@example.com,0434682867,"Celal-Seifert-Straße 6/6, 05132 Kulmbach",GB96TSUQ40448463698410,GB45EPRP33759188492296,,ACH,8652.75,CHF,2025-08-29 04:47:33,MM,CY,52.2,0,CLEAR,177.58.250.150,bbf75158-cd8
TXN-003149,CUST-00124,Gareth Ali-Jones,1976-10-13,smithelizabeth@example.com,+44(0)114 4960257,"Pasaje de Flora Berrocal 8 Apt. 44 , La Coruña, 23987",GB89RBSG04801379453228,GB46MMJC28697604498240,Ing. Dorota Kensy,SWIFT,965.31,GBP,2024-06-26 05:50:50,ES,SG,16.3,0,CLEAR,162.122.201.150,0e6660fc-e3d
TXN-003150,CUST-00896,Kyle Fraser,1989-06-12,acharrier@example.org,+34 982781859,"Via Dovara, 5 Piano 5, 67036, Rivisondoli (AQ)",DE12067911525535125309,GB44IKZL94887310918375,Christopher Morrow,WIRE_TRANSFER,3357.51,EUR,2025-03-12 17:59:41,IR,MX,13.8,0,CLEAR,118.67.172.213,7791450b-0d5
TXN-003151,CUST-00579,Bianca Atzler B.A.,1985-02-07,ycichorius@example.net,02521736548,"71, rue Rey, 53396 Saint Manonnec",ES2266567341448633949100,IT05X8220994311606380521458,,SWIFT,8953.45,GBP,2025-07-05 02:59:42,HK,,37.3,0,CLEAR,211.105.107.125,5c42301b-50d
TXN-003152,CUST-00155,Gloria Abril Piña Riba,1944-02-18,honoresalmon@example.com,+34901736403,"Canale Antonacci, 7 Appartamento 58, 73028, Otranto (LE)",FR4376700402062048441863578,ES2289175220797858534344,Casandra Regina Perales Falcón,SWIFT,45.54,EUR,2024-05-04 09:09:21,KP,NL,19.6,0,CLEAR,60.143.229.53,f0f584b1-c2d
TXN-003153,CUST-01090,Clare Taylor,1969-03-26,noemiteixeira@example.org,+39 07558214895,"Ronda de Teodoro Palomar 58 Puerta 2 , La Rioja, 49905",DE04000902474593198732,GB35YVIR46062938302254,,CASH_DEPOSIT,37985.65,JPY,2025-12-27 21:09:14,BR,PT,22.6,0,CLEAR,98.63.104.235,985ce4a9-50a
TXN-003154,CUST-00960,Capucine Paul-Godard,1978-11-08,cooperjane@example.com,(0191) 4960209,"10, avenue Menard, 23691 Saint Eugène",GB69NCRE68150057186028,,Susan Coleman,SWIFT,294.96,USD,2025-10-09 02:40:24,BE,MX,24.7,0,CLEAR,156.235.246.178,ac57bfb1-d53
TXN-003155,CUST-00883,Alix Guillou,1979-07-13,antoniettapedroni@example.net,+39 3518030652,"81, avenue Pottier, 11529 Saint Alfred",IT31D9337407798253270225326,ES5924989332918553373120,,INTERNAL_TRANSFER,3851.69,GBP,2025-06-29 23:41:01,PG,NL,17.0,0,CLEAR,125.102.0.133,
TXN-003156,CUST-00312,Irma Wesack,2007-03-06,jaehningried@example.com,0796323451,"75, rue Robert, 16259 Sainte Maggie",FR0444637030348379852913106,FR3592999545770291575941660,Augusto Meléndez,SEPA,746.32,GBP,2024-08-09 09:45:45,CA,GB,20.4,0,CLEAR,112.60.130.182,b14dea73-dec
TXN-003157,CUST-01179,Barbara Perez,1968-06-02,royertheophile@example.net,(06562) 323754,"015 Evelyn Drive Apt. 550, Ellisside, WA 76183",ES8038343770106290849487,FR4037426431239529688220024,,CASH_WITHDRAWAL,2051.45,EUR,2024-05-08 01:31:17,KP,PL,49.3,0,CLEAR,71.162.174.237,
TXN-003158,CUST-00886,Cirillo Ruffini,1966-06-02,editschlerin@example.com,+33 (0)6 21 02 11 22,"Stretto Franco, 35, 64100, Villa Ripa (TE)",ES0332080246536886534459,ES1192427280221487666712,Loretta Salvemini,WIRE_TRANSFER,105041.93,CHF,2024-12-05 20:54:53,SG,YE,21.0,0,CLEAR,134.75.245.129,
TXN-003159,CUST-00014,Melina Zichichi-Gozzi,1974-02-06,louis53@example.net,+34 935 596 299,"Piazza Zola, 5, 90144, Palermo (PA)",FR4430671325049931416252331,DE41544348262801553242,,SWIFT,223.89,CHF,2025-06-20 12:57:50,MX,,38.6,0,CLEAR,170.158.147.98,
TXN-003160,CUST-00462,Borja Melchor Polo Yuste,1945-02-26,rodriguezsonya@example.org,(588)682-5978,"11, rue de Masson, 64260 Charlesboeuf",GB70RRQN01359461516661,IT52L7721991110390566255402,Ruben Flynn,CASH_WITHDRAWAL,44.09,CHF,2025-10-05 22:50:51,FR,DE,22.0,0,CLEAR,93.92.118.22,
TXN-003161,CUST-00457,Jonathon Bean,1962-06-15,thoerle@example.com,+49(0)4581949050,"89, avenue de Peron, 34300 Sainte Catherine",FR3539642684085885946108581,GB39FWXJ95854402808473,Lucas Mathieu,SWIFT,19999.69,EUR,2026-03-25 08:32:52,MM,HU,17.8,0,CLEAR,4.149.151.2,067223d7-424
TXN-003162,CUST-00411,Laura Parini,1972-03-21,efrainvalencia@example.com,(029) 2018 0009,"Giorgio-Klemt-Platz 7-4, 86355 Staßfurt",FR5422713596059821654029449,GB58MYQZ85690467417141,Nicola Barillaro,INTERNAL_TRANSFER,2445.96,JPY,2025-09-22 19:39:21,HK,CA,26.6,0,CLEAR,47.110.108.176,ec94c82d-2d2
TXN-003163,CUST-01182,Orazio Russo,1958-06-23,davilajamie@example.net,+34 921632776,"Alameda de Calisto Peláez 9 Puerta 4 , Sevilla, 12468",GB81TNGA00118640622564,GB53XIEY37162743023664,Leire Losada Goicoechea,CASH_DEPOSIT,907.03,USD,2024-12-16 11:48:02,LV,SY,36.8,0,CLEAR,148.47.84.84,b51d298b-007
TXN-003164,CUST-00632,Amanda Smith,1974-12-24,veraisaias@example.com,(868)763-3459,"Via Sarita Baró 77, Ciudad, 05077",DE73903137296788873825,,Geneviève de Faivre,CASH_DEPOSIT,461.34,EUR,2024-04-30 03:25:49,FI,DK,44.5,0,CLEAR,29.159.121.40,2a3bd9e3-e01
TXN-003165,CUST-00081,Rocco Kaul,2005-09-04,jherranz@example.com,02 90 61 22 80,"114 Morgan Trace Suite 458, Kellyborough, VI 94349",GB65WPSP43739433458614,ES2446336684816123928663,Julie Sharp,INTERNAL_TRANSFER,1096.12,USD,06/09/2025,FR,HK,33.7,0,CLEAR,45.134.67.179,1a6b37bf-119
TXN-003166,CUST-00142,Miss Janet Reed,1952-04-12,barrosfabricio@example.com,+39 0806855891,"282, rue Camus, 57708 Marin",ES2891665921546984458034,DE77380522690018695603,Zaira Ferrari,CASH_WITHDRAWAL,23130.4,GBP,2025-07-24 23:43:31,HK,YE,63.5,1,SAR_FILED,38.7.4.122,95f49131-82e
TXN-003167,CUST-00621,Letizia Castelli,2003-01-10,godofredo86@example.org,(02919) 007963,"Avenida Natanael Grande 39, La Coruña, 48564",GB41VKBM42064551188621,IT70Z0780696024372187763157,Émile Lecoq,CASH_DEPOSIT,12041.54,EUR,2026-04-10 06:30:44,VE,SE,15.8,0,CLEAR,40.183.28.77,99b530ad-9ed
TXN-003168,CUST-00445,Alphons Sabbatini-Renzi,1966-05-10,kweiss@example.org,+1-473-630-1343x438,"Studio 24, Lowe Route, Perkinshaven, G5 3WX",GB96TUNZ85926187503712,GB64MGQF11878564550281,Mr Leigh Taylor,INTERNAL_TRANSFER,2078.42,GBP,2024-12-31 03:06:13,BG,,37.6,0,CLEAR,194.212.184.45,7b62cd02-ae6
TXN-003169,CUST-00901,Prof. Ludwina Vollbrecht,1960-04-04,hannahallen@example.org,+34 920 42 57 49,"549 Dixon Cape Apt. 429, East Miranda, MP 41978",DE66642013091049408405,IT13X8159696805928032649216,Jay Sharp,WIRE_TRANSFER,154.98,CHF,2024-05-26 21:11:48,FR,IE,40.3,0,CLEAR,120.170.124.238,398ef000-54b
TXN-003170,CUST-00428,Victor Teixeira de Lévêque,1953-06-30,amber16@example.net,+1-714-355-5798x990,"9 Walsh Knolls, Lake Kyle, DH3W 5ZJ",GB43DCHS72418271531690,IT91Z1835965581717445462211,Nathan Hamilton,ACH,531.24,EUR,2025-11-14 00:06:55,FR,GB,16.4,0,CLEAR,85.55.207.40,ef70eae0-951
TXN-003171,CUST-00818,Stacey Carter PhD,1991-03-26,nicolai65@example.net,940.881.0693,"Wolf-Dieter-Rosemann-Ring 91, 92687 Eisleben",GB51DHMJ53466625394055,GB07EEGG65547711929022,Wayne Mason,CASH_DEPOSIT,10236.66,USD,2025-01-27 00:33:02,GB,GB,6.4,0,CLEAR,171.137.85.109,e72fa252-375
TXN-003172,CUST-00033,Eugène Paul,1987-10-15,flantztillmann@example.com,0176025146,"Paseo Alejo Jáuregui 86, Murcia, 14642",GB09YEOG80773797795509,ES1737820551523176020503,Toby Kelly,WIRE_TRANSFER,6960.93,USD,2025-05-06 13:09:16,LU,IN,40.2,0,CLEAR,93.252.246.167,77d86ed5-988
TXN-003173,CUST-00032,Martin Leleu,1973-05-16,scottjessica@example.org,3512647717,"17, rue Rodriguez, 30220 Martel",IT83J4089518785369260197226,IT97G2902432605668041224203,Prof. Giuseppe Adolph,CASH_DEPOSIT,89701.76,USD,2025-01-23 02:40:24,IN,KW,77.8,1,SAR_FILED,102.140.215.25,8eacbe6f-bed
TXN-003174,CUST-00734,Alain de Guillaume,1967-06-13,hkohl@example.net,+49(0) 612133803,"18, avenue de Boutin, 66492 Martins-sur-Faivre",IT81P8592289684168813203049,FR9495070771432066198060225,,SEPA,47216.0,GBP,2025-08-11 01:34:28,KW,ZA,39.9,0,CLEAR,131.156.72.206,47cccf24-cf9
TXN-003175,CUST-00431,Gloria Borsiere,1941-04-21,oleclercq@example.com,+441184960250,"Urbanización de Jordi Nadal 5 Piso 5 , Santa Cruz de Tenerife, 37826",FR0709030014723862392859916,FR4444432036945915390827346,Catherine Baron,WIRE_TRANSFER,215828.2,JPY,2024-12-22 12:23:15,CY,SE,74.4,1,UNDER_REVIEW,69.145.171.89,360d38a3-004
TXN-003176,CUST-01042,Lilla Cimini,2005-12-27,bpenalver@example.net,07348229395,"2062 Stevens Plaza, Schmidtmouth, SC 36705",GB41ZVNU12211787896440,GB39HIEK40527864798415,Antoine Lopez,WIRE_TRANSFER,1544.54,CHF,2025-03-04 08:20:22,AU,HU,30.9,0,CLEAR,26.137.144.60,84635e67-723
TXN-003177,CUST-00779,Owen Peacock,1951-01-28,jnewton@example.net,(03460) 20620,"Striebitzplatz 79/80, 66802 Diepholz",DE96195184343717665202,ES5235144910973100761905,,INTERNAL_TRANSFER,136309.29,CHF,2025-09-25 19:37:45,FR,DE,89.1,1,UNDER_REVIEW,99.40.15.94,6d03ee99-d88
TXN-003178,CUST-00739,William Miller,2006-12-05,colemichael@example.org,+44161 496 0154,"Contrada Teresa, 63, 97013, Comiso (RG)",GB51KXID19826056877174,DE25707711158727769871,Hildburg Ring,CASH_WITHDRAWAL,949.79,USD,2025-11-02 13:00:03,KP,,33.7,0,CLEAR,65.247.186.249,d115d587-693
TXN-003179,CUST-00042,Sig.ra Mariana Dovara,1971-04-05,suzanneguyon@example.org,+441632960240,"9 Damian Radial, Cooperborough, G7D 3SG",DE32455612382918661906,IT78R9835501521441417505763,Donna Hernandez,CASH_DEPOSIT,8525.54,EUR,2025-07-31 19:09:37,US,MM,47.9,0,CLEAR,86.222.223.26,e8911db3-240
TXN-003180,CUST-00966,Elmo Pizziol,2002-05-27,qturner@example.org,+33 1 82 48 59 50,"9, rue Pereira, 75267 Saint Honoré",GB13BQBJ50734257377795,GB04LPBV71126663379035,Lucía Paz Baró,WIRE_TRANSFER,398.94,GBP,2024-07-05 08:09:15,MM,LU,28.5,0,CLEAR,151.2.255.111,303966d1-234
TXN-003181,CUST-00663,Josephine Wheeler,1961-11-07,carinacastillo@example.com,+1-392-538-3311x2993,"2, chemin de Colin, 38304 Techernec",DE97362855474820467504,FR3333206092425418686538680,Anita Scaramucci,WIRE_TRANSFER,259343.35,USD,2025-11-17 19:43:05,LB,MM,42.5,1,SAR_FILED,100.140.175.59,e355672b-d42
TXN-003182,CUST-00019,Steven Lawson,1948-08-16,andradelaura@example.com,+34974916508,"Avenida de Cornelio Medina 79, Cuenca, 27196",DE52901099331882178430,DE12438001582702967414,Sally Hughes,CASH_DEPOSIT,83759.6,JPY,2024-10-09 06:45:30,PL,MX,11.0,0,CLEAR,208.92.100.12,eed031dc-416
TXN-003183,CUST-00963,Rachel Johnson,1970-06-01,csuarez@example.net,(0118) 496 0823,"Piazza Prada, 323, 07033, Santa Vittoria (SS)",FR3297469821906754744813110,ES7231732874257862289282,Danielle Colon,INTERNAL_TRANSFER,754.89,EUR,2025-09-21 02:56:32,FI,IE,20.0,0,CLEAR,56.183.65.232,891d3df6-4ea
TXN-003184,CUST-00430,David Mathews,1946-07-19,wradisch@example.com,+49 (0) 7300 675636,"98, chemin de Benard, 93987 Carre",GB31ECIO30654384627671,GB96KAFW22013989321074,Dott. Telemaco Aloisio,INTERNAL_TRANSFER,1986.58,GBP,2025-10-15 01:16:27,ES,ZA,18.6,0,CLEAR,206.107.215.126,a9ac9acf-93d
TXN-003185,CUST-00850,Agostino Ziani,1991-02-12,fvollbrecht@example.org,+1-713-256-3088,"Hänelallee 96-92, 83458 Main-Höchst",GB34QRHQ73613901409275,,,INTERNAL_TRANSFER,533.46,USD,2025-11-09 11:25:31,EE,IR,23.9,0,CLEAR,158.83.110.213,3dbc2c83-fd7
TXN-003186,CUST-00358,Concha Ferrer Osuna,1996-07-26,rosalinabellido@example.com,+1-445-445-7667x91591,"4022 Watson Plaza, Davidchester, CT 08705",IT26X2050390829543261092586,GB25QBKS44045402621344,David Da Silva,SWIFT,426.99,USD,2024-05-30 20:40:18,CY,PL,10.9,0,CLEAR,188.95.239.40,62e65b06-1cb
TXN-003187,CUST-00372,Iolanda Cutrufo,1998-06-08,bonnetlaetitia@example.net,09127630885,"738 Linda Ridge Apt. 386, Watsonstad, AL 24958",DE68607274879738768308,GB12MRLF77320748033475,Romina Zito,CASH_WITHDRAWAL,152.65,EUR,03/19/2026,KW,VE,26.6,0,CLEAR,216.196.60.23,861a9beb-82c
TXN-003188,CUST-01019,Leah Allen,1963-05-07,gportillo@example.net,+34921797343,"Paseo Cecilio Pedrosa 5, Lugo, 01871",ES7277150544868793221764,FR1460866591542310687386830,Adrien-Vincent Maréchal,CASH_DEPOSIT,1812.36,GBP,2024-05-06 09:04:36,GR,FR,50.4,0,CLEAR,89.171.13.197,b695038e-8e9
TXN-003189,CUST-00765,Amélie Bernard,1960-09-06,cichoriusnikolaos@example.org,(00763) 15658,"Stretto Melina, 43 Piano 6, 45032, Bergantino (RO)",GB63LNFL86842370825298,FR2364307169328781568709960,Sig. Edoardo Pelli,INTERNAL_TRANSFER,5588.47,GBP,2025-10-20 12:59:33,MT,KP,4.6,0,CLEAR,10.149.197.53,b37e44f6-a57
TXN-003190,CUST-00059,Tiburcio Cristóbal Millán Terrón,1999-01-13,dmoore@example.org,+34849013738,"Heßweg 11-25, 15095 Celle",GB13UKBD89196126034650,FR5654328042501692285964738,Timothy Wheeler,INTERNAL_TRANSFER,57.66,EUR,05/10/2024,IR,,7.3,0,CLEAR,223.73.185.183,d0dce6b3-0ca
TXN-003191,CUST-00964,Teresa Fletcher,1989-07-02,palmerjoyce@example.net,+49(0)5211186341,"Vicolo Eva, 70, 80032, Casamarciano (NA)",DE22359387830092796761,ES1854692630828625047759,Narcisa Amo,WIRE_TRANSFER,615.57,USD,2024-12-05 11:43:48,LT,FR,31.6,0,CLEAR,58.246.88.81,01979184-88e
TXN-003192,CUST-01105,Salomón Neira,1982-10-25,gbates@example.net,+34 986 822 907,"42434 Kelly Mill, West Adam, MP 04151",IT41L0219322721589140782651,GB28MQSQ61369661067498,Agostino Rinaldi,ACH,1360.76,JPY,2024-09-28 09:08:37,CY,IT,16.4,0,CLEAR,149.14.107.25,ac32135a-288
TXN-003193,CUST-00348,Sheri Johnston,1949-11-04,oheinz@example.com,029 2018 0952,"19, rue Guillaume Texier, 02991 Techer",GB83UFUJ37882828876137,ES9028671398212661745744,Lewis Daniels,CASH_DEPOSIT,1104.45,EUR,06/29/2024,LB,SG,33.6,0,CLEAR,51.196.243.200,1f73aaf0-b2a
TXN-003194,CUST-00457,Regina Jara-Arcos,1975-12-08,glen51@example.org,+1-579-465-5916x957,"Callejón de Ibán Ayala 15, Zaragoza, 44514",GB14ZBCW88756451918422,GB40QITT63792277245048,Matthew Adkins,WIRE_TRANSFER,716.74,CHF,2024-12-17 05:55:19,DE,LV,45.2,0,CLEAR,71.226.121.192,34a788ad-6bd
TXN-003195,CUST-00975,Emily Jackson-Taylor,1957-10-24,josephgray@example.com,0498872601,"Studio 97r, Begum Crossing, Craigburgh, TS8 9BX",ES3875249008206727161810,GB28ZMJH38219563823154,Sheila Gray,ACH,101.84,CHF,2024-12-31 05:59:01,NL,PT,40.7,0,CLEAR,198.91.231.29,44094124-8b5
TXN-003196,CUST-00276,Jaqueline Stolze-Anders,1988-02-02,pnguyen@example.com,077519789,"Glorieta de Ramón Acuña 90 Piso 2 , Huelva, 10666",DE70132629856822992638,,Margaret-Alex Marion,INTERNAL_TRANSFER,4840.76,USD,2024-07-26 11:53:43,KW,GB,30.3,0,CLEAR,139.215.50.217,2b27c638-c71
TXN-003197,CUST-00962,Juan Luis del Leiva,1966-01-30,quiroseva-maria@example.net,(695)373-3656,"1 Jasmine Knoll, South Rosie, B6 4ZA",FR6484153641302924131089269,FR8708617917380445090127974,Magret Ebert,CASH_WITHDRAWAL,1101.12,USD,04/12/2025,SK,AU,7.9,0,CLEAR,45.18.67.143,3f52d0a3-154
